MarketValue_Differential,away_elo,home_elo,home_rolling_relative_shots,away_rolling_relative_shots,home_rolling_shot_efficiency,away_rolling_shot_efficiency,home_rolling_fouls,away_rolling_fouls,h2h_goal_difference,home_rolling_goals_scored,away_rolling_goals_scored,home_rolling_discipline_score,away_rolling_discipline_score,home_rolling_goals_conceded,away_rolling_goals_conceded,month,day_of_week,FTR,Date,HomeTeam,AwayTeam
-0.94,1498.1621002925713,1535.44751677213,3.2,1.0,0.10440548014077426,0.07692307692307693,17.0,16.0,0.0,1.4,1.0,3.5999999999999996,2.0,0.6,0.5,9,2,A,2007-09-12,Blackburn,West Ham
0.020000000000000018,1471.841508548881,1465.1276806211108,-3.5,-3.0,0.14285714285714285,0.07183441558441558,16.5,12.75,0.0,1.0,0.75,2.5,1.75,1.5,2.5,9,5,H,2007-09-15,Birmingham,Bolton
8.75,1521.6111921798931,1556.026798267929,4.0,-1.0,0.10293410293410293,0.09090909090909091,12.333333333333334,18.0,0.0,1.3333333333333333,1.0,1.6666666666666667,2.0,0.0,1.0,9,5,D,2007-09-15,Chelsea,Blackburn
-4.48,1542.645185969953,1519.906459512636,6.333333333333333,5.333333333333333,0.15694444444444444,0.08333333333333333,14.333333333333334,10.333333333333334,0.0,2.3333333333333335,1.0,0.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,9,5,A,2007-09-15,Everton,Man United
-0.22999999999999998,1511.6586950158885,1511.9984248848082,-0.5,-2.5,0.09401709401709402,0.08588643790849673,12.0,15.25,0.0,1.0,1.0,1.5,2.5,1.0,1.5,9,5,H,2007-09-15,West Ham,Middlesbrough
-0.07999999999999963,1463.8344805148072,1477.407690550588,1.75,-8.333333333333334,0.15119047619047618,0.03333333333333333,11.25,11.666666666666666,0.0,1.25,0.3333333333333333,1.75,2.3333333333333335,0.75,2.3333333333333335,9,5,D,2007-09-15,Wigan,Fulham
-1.7000000000000002,1532.4133343601557,1491.949830198398,9.2,-2.0,0.14525372254164823,0.1380952380952381,10.2,12.0,0.0,2.6,1.25,1.6,2.5,2.2,1.25,9,5,A,2007-09-15,Tottenham,Arsenal
0.29000000000000004,1490.0656569843832,1442.5749560753882,-1.0,-4.5,0.025,0.038461538461538464,12.0,6.5,0.0,0.5,0.5,1.0,0.5,1.0,3.0,9,5,H,2007-09-15,Sunderland,Reading
-3.17,1520.8427843091442,1524.9119359990382,2.0,4.666666666666667,0.13852813852813853,0.06143790849673203,13.333333333333334,11.0,0.0,1.3333333333333333,1.0,1.6666666666666665,1.0,0.6666666666666666,1.0,9,5,D,2007-09-15,Portsmouth,Liverpool
-0.3100000000000005,1522.852002072526,1509.8484382012289,-1.25,-3.5,0.1468253968253968,0.2857142857142857,10.5,12.5,0.0,1.5,2.0,1.75,2.5,0.25,2.0,9,6,H,2007-09-16,Man City,Aston Villa
-2.8699999999999997,1512.7445167488493,1409.7384289843935,5.0,0.5,0.0625,0.225,8.0,13.5,0.0,1.0,1.5,0.0,3.0,2.0,2.5,9,0,H,2007-09-17,Derby,Newcastle
4.95,1477.8691999361595,1520.9891771159862,12.75,-8.166666666666666,0.1561766735679779,0.17712842712842713,12.5,13.5,0.0,3.25,1.3333333333333333,1.0,1.5,0.75,2.0,9,5,D,2007-09-22,Liverpool,Birmingham
1.74,1456.7730090941095,1499.1709177765526,3.0,-3.5,0.17237762237762239,0.07792207792207792,12.25,11.5,0.0,1.75,0.6666666666666666,2.5,2.1666666666666665,1.0,2.0,9,5,D,2007-09-22,Middlesbrough,Sunderland
-1.87,1522.8160606906501,1464.322567716747,-1.4,-5.75,0.17820512820512818,0.09821428571428571,11.8,8.75,0.0,1.8,0.5,2.0,2.75,1.8,1.25,9,5,D,2007-09-22,Fulham,Man City
6.27,1425.8394761785228,1543.4640892355071,4.0,-9.857142857142858,0.16354166666666667,0.014285714285714287,9.75,15.142857142857142,0.0,2.25,0.14285714285714285,1.0,1.8571428571428572,1.25,2.7142857142857144,9,5,H,2007-09-22,Arsenal,Derby
-0.6900000000000002,1476.9196033486483,1475.8676039656618,-2.5,-5.5,0.12824675324675325,0.043560606060606064,11.5,11.75,0.0,1.1666666666666667,0.5,1.8333333333333333,2.5,1.1666666666666667,2.5,9,5,H,2007-09-22,Reading,Wigan
0.7699999999999996,1524.486202124144,1496.64346955472,5.333333333333333,0.0,0.08706816059757237,0.07972027972027973,13.0,16.2,0.0,1.3333333333333333,1.0,1.6666666666666667,1.8,1.3333333333333333,0.4,9,6,H,2007-09-23,Newcastle,West Ham
-0.3699999999999992,1508.2233848992842,1509.8843795831046,0.8333333333333334,-2.6,0.13414162327205806,0.10053030303030304,14.333333333333334,11.8,0.0,1.5,1.4,2.1666666666666665,1.6,1.0,1.2,9,6,H,2007-09-23,Aston Villa,Everton
-1.8900000000000001,1524.7655431921962,1522.8453591869086,3.3333333333333335,0.0,0.08700456678397855,0.17190476190476192,16.666666666666668,15.8,0.0,1.1666666666666667,2.0,3.1666666666666665,2.2,0.6666666666666666,1.2,9,6,A,2007-09-23,Blackburn,Portsmouth
-3.32,1480.8990753230466,1459.0999892338323,1.5,-2.5,0.1858974358974359,0.1309246309246309,12.0,9.0,0.0,2.0,1.5,2.5,1.0,1.0,1.75,9,6,D,2007-09-23,Bolton,Tottenham
-1.8100000000000005,1554.7926312609136,1554.3282605833049,8.8,0.8,0.13455851905979782,0.1041025641025641,10.4,12.0,0.0,2.4,1.2,1.2,2.6,0.2,0.8,9,6,H,2007-09-23,Man United,Chelsea
0.07000000000000028,1510.1430534980823,1520.7312485414557,-0.8,-0.3333333333333333,0.13412698412698412,0.15,10.6,12.666666666666666,0.0,1.4,1.0,1.6,3.0,0.2,2.0,9,5,H,2007-09-29,Man City,Newcastle
-6.83,1566.8449676514795,1479.4126493065187,-1.6666666666666667,6.0,0.12857142857142856,0.078125,16.333333333333332,10.25,0.0,1.0,1.0,2.0,2.25,1.0,1.0,9,5,A,2007-09-29,Birmingham,Man United
8.84,1466.4073798659415,1542.275924192739,5.75,-7.25,0.0772005772005772,0.05,14.5,11.0,0.0,1.0,0.5,1.75,1.75,0.0,2.0,9,5,D,2007-09-29,Chelsea,Fulham
-1.25,1459.8832468637,1417.4167641918152,3.5,-2.8,0.08125,0.057467532467532466,12.0,13.2,0.0,1.0,0.6,1.0,2.0,1.0,2.2,9,5,D,2007-09-29,Derby,Bolton
-5.23,1519.445727745627,1464.3817547440483,2.2,4.25,0.1352380952380952,0.04607843137254902,10.6,11.75,0.0,1.2,0.75,1.6,1.25,0.8,0.75,9,5,A,2007-09-29,Wigan,Liverpool
2.75,1488.4054525702618,1537.1964597226624,0.75,-4.333333333333333,0.10389610389610389,0.05897435897435898,15.0,10.333333333333334,0.0,1.0,0.6666666666666666,2.0,1.0,0.5,2.6666666666666665,9,5,H,2007-09-29,Portsmouth,Reading
-0.5700000000000001,1510.4144426564424,1458.290869508567,0.6666666666666666,-6.0,0.06428571428571428,0.045454545454545456,12.666666666666666,15.5,0.0,1.0,0.5,1.0,2.0,1.0,0.5,9,5,A,2007-09-29,Sunderland,Blackburn
-4.17,1551.8868012222147,1510.9866181807818,-1.3333333333333333,-1.2,0.1396011396011396,0.14797619047619048,12.666666666666666,14.0,0.0,1.6666666666666667,1.6,1.6666666666666667,2.4,0.6666666666666666,1.2,9,5,A,2007-09-29,West Ham,Arsenal
1.2899999999999996,1497.653057362095,1495.7831435314934,2.75,-1.4,0.11770833333333333,0.06870915032679739,15.75,15.0,0.0,1.75,0.8,0.5,2.2,0.75,1.8,9,6,H,2007-09-30,Everton,Middlesbrough
-2.1,1499.9513606403284,1418.9370553175804,1.6666666666666667,0.16666666666666666,0.08750000000000001,0.07925407925407925,13.0,16.0,0.0,1.0,1.0,1.6666666666666667,2.0,1.0,0.8333333333333334,10,3,A,2007-10-11,Derby,West Ham
-2.2799999999999994,1498.0238765484494,1447.652222149497,0.5,-1.25,0.06607142857142856,0.13333333333333333,12.25,12.0,0.0,1.0,1.0,1.0,2.25,1.25,2.25,10,3,D,2007-10-11,Sunderland,Newcastle
5.15,1469.0943958804735,1529.9810641159613,12.8,-7.8,0.12494133885438233,0.04,10.6,12.4,0.0,2.6,0.4,0.8,1.6,0.6,1.6,10,3,H,2007-10-11,Liverpool,Fulham
-4.85,1576.2640992358954,1522.3246209508955,0.7142857142857143,3.6,0.15069281994747832,0.08068181818181819,14.714285714285714,10.4,0.0,1.5714285714285714,1.0,2.0,2.0,0.8571428571428571,0.8,10,5,A,2007-10-20,Aston Villa,Man United
5.02,1458.3629557379347,1562.922058762668,5.4,-2.0,0.19749999999999998,0.06177849927849927,9.6,12.333333333333334,0.0,2.8,0.6666666666666666,1.0,2.0,1.0,2.0,10,5,H,2007-10-20,Arsenal,Bolton
0.8600000000000001,1477.6494010146291,1521.0530900155125,2.2857142857142856,-6.25,0.0745753429576959,0.12115384615384617,15.142857142857142,9.5,0.0,1.0,1.5,2.7142857142857144,1.0,0.7142857142857143,3.75,10,5,H,2007-10-20,Blackburn,Reading
